,CommentHead,Comment,Rating
10084,Decent product,Good product according to the price but not satisfied with the handle grip,3
10085,Worst experience ever!,Literally don't buy this racket from here its quality is not so good it got broken in just few weeks,1
10086,Just wow!,Nice product 👍👍👍,5
10087,Must buy!,Nice product it's a very good product 👍👍,5
10088,Best in the market!,superb as same as shown in image,5
10089,Utterly Disappointed,it is bend not straight,1
10090,Super!,Value for money product. Feel lightweight  and its isometric so good product in this price range.,5
10091,Horrible,Damage product,1
10092,Decent product,Amazing  product  light weight Thank you  flipkart,3
10093,Awesome,Cool😘😘,5
10094,Terrific purchase,I am very happy,5
10095,Worth the money,Value for money product.Getting branded product at cheap price with good quality. What else you need?,4
10096,Best in the market!,Very nice 👍🏻👍🏻,5
10097,Nice product,"I got a best deal...good bat for beginners . Lightweight and handy. I am satisfied  wrt product , service and delivery.",4
10098,Worthless,worst experience1st time the product recvd was bend n was cing a dent n nd time they replaced bt still the product i recvd was bend n the courier person himself agreed n advised me not to order these types of items again,1
10099,Terrific,Awesome product 👌🏻👌🏻👌🏻,5
10100,Fabulous!,Best for beginners and very light weight😌,5
10101,Worthless,Worst product don't buy this badminton racket its strings are very weak and not of a good quality dont buy at all,1
10102,Simply awesome,It is to good i realy love,5
10103,Best in the market!,Very nice Product,5
10104,Just wow!,superb quality,5
10105,Brilliant,Bat bend was there,5
10106,Pretty good,Full fill my expectations thank you flipkart,4
10108,Classy product,Brilliant racketVery nice shots from this racket,5
10110,Does the job,String quality is so bad.,3
10111,Simply awesome,Best,5
10112,Terrible product,Very bad material.,1
10113,Good quality product,Good purchase,4
10115,Must buy!,I saw a lot of people telling that they have got this racquet with a bend but I went for it because I saw a lot of reviews and you can't get much better racquet in this price point. I received it today without any bend or scratches. String tension is so good for non professional players like me.  I'm Happy with it ✌️,5
10116,Nice product,"Nice one,",4
10117,Don't waste your money,"It's not worthy of money, it will  come half cost on flipkart cost.",1
10118,Simply awesome,Good product....,5
10119,Highly recommended,Good quality,5
10121,Worth the money,Light weat smart looking for a good quality,4
10122,Don't waste your money,Wrost money waste,1
10123,Terrific purchase,The best worth every penny,5
10124,Good choice,"Packaging is not good, no bubble wrap is there for protection. Otherwise the racquet received was good, but Seller should work on packaging of the product.",4
10125,Just wow!,I feel it is the one of the best badminton racket under this price range. Love this .,5
10126,Pretty good,ok product Worth product for this amount,4
10127,Good quality product,Good product in this cost light weight simple super and good,4
10128,Must buy!,Excellent,5
10129,Highly recommended,"Super quality,  I love the colour same as shown in the picture",5
10130,Expected a better product,bad quality,2
10131,Best in the market!,Anice product,5
10132,Good,This product delivered with damagedRocket slightly bend,3
10133,Mind-blowing purchase,Nice Product,5
10134,Mind-blowing purchase,Brand says all good product,5
10135,Perfect product!,Good product..but colour was changed ...,5
10137,Worth every penny,Nice product and less weight this model,5
10139,Worth every penny,Excellent quality must buy,5
10140,Worth the money,Nice product.  I liked it . But need to know the quality of strings  after usage only.,4
10141,Nice,Okay.,3
10142,Worst experience ever!,damaged product recieved..,1
10144,Just wow!,Wonderful badminton,5
10145,Worth the money,Thanks #flipkart # delivery before time,4
10146,Classy product,It's very nice,5
10147,Great product,Best product👍👍,5
10148,Nice product,Super I am using this bat in month rough and tough  but it was good,4
10149,Classy product,I buyed it from flipkart. Nice racquet at this price range . And they are providing us at lowest passible price. I recommend to buy it from here 👌,5
10150,Best in the market!,Extraordinary,5
10151,Classy product,"Excellent, light weight, value for money",5
10152,Does the job,Rocket is good .,3
10153,Highly recommended,Very durable and highly powerful,5
10154,Must buy!,It is light badminton and it is proudly made in lndia i loved this product and i suggest you to buy this worth it,5
10155,Perfect product!,"It's good product and 2 bats, 3corks, 1 bag It's looks very nice you can by this productIt's 100% good",5
10156,Perfect product!,Nice product..,5
10157,Fabulous!,Thanks flipkart.. Really I like it so much...It's my fvrt racket... 👌,5
10158,Delightful,Good product but paint quality is very bad,4
10161,Nice,Light weight or seriously nice product 😍 i am happy with dizzzz badminton go for it🔥,3
10162,Nice product,Nice product & its strong too,4
10163,Nice product,Nice Product for Children,4
10165,Could be way better,Fabulous product.. love 💕 it 🤩💖,2
10166,Very poor,Worst products don't buy please,1
10167,Delightful,Nice racket it is light and has power but it's color of logo in racket is vanishing else racket is very good and cheap 😃😃😃😃👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,4
10168,Value-for-money,Recommend,4
10169,Delightful,Very nice badminton,4
10170,Horrible,bad product...very cheap quality... don't buy it,1
10171,Absolute rubbish!,Don't buy at worst products ever,1
10172,Utterly Disappointed,Racket wire quality is very bad. Please don't waste your money.,1
10173,Worth every penny,The quality of these product is good . I like the service of Flipkart.,5
10174,Highly recommended,Very nice,5
10175,Good quality product,Good Product,4
10177,Worst experience ever!,Worst product by FlipkartDon't even buy these kinds of products from flipkart . When I started playing badminton with this (badminton bat). The bat suddenly brokedont know how but it broke I think they sell used product in sale with low price.,1
10178,Not recommended at all,Its looking good but i don't play this wait 7 to 8 days and i will rewrite this product is actually good or not. Worst product one racket is stolen after a weak.,1
10179,Just okay,Good for time of lockdown other wise not also that's much good quality,3
10180,Not recommended at all,"It's not at all good product, it's a lite weight and low quality product, do not buy this, it's a waste of of money",1
10181,Just wow!,"Good product, value for money.",5
10183,Wonderful,Its superb,5
10184,Super!,Super excellent wonderful,5
10185,Not good,Only boy can play,2
10188,Value-for-money,Good product but the wire quality to be improved,4
10190,Fair,It's good,3
10191,Good quality product,Nyc,4
10192,Highly recommended,Best product,5
10193,Nice product,NYC product,4
10195,Just okay,"Product was light weight, strong but the string tension is got loose within 15 days.",3
10197,Unsatisfactory,Just  3 days after playing its in pieces now dont purchase it,1
10198,Very poor,Fail,1
10199,Must buy!,Racquet quality - fineShuttle quality - excellent,5
10200,Terrible product,"The quality was not good, packaging wasn't good at all, the racquet was bending at one side due to poor package and poor shipping. Not satisfied at all..",1
10201,Worth the money,Go for it,4
10203,Best in the market!,Super product,5
10204,Simply awesome,Best Quality,5
10205,Useless product,Quality very bad,1
10206,Did not meet expectations,"Bad product, Don't buy this,waste of money It had broken after playing 4 hours Don't buy 🙏🏻🤢",1
10207,Great product,It's a value for money product. Awesome,5
10208,Pretty good,It's really good go for it 😌,4
10209,Terrific purchase,just buy it.. such a nice badminton... thnq flipcrt for quick delivereY....,5
10210,Wonderful,Thank u so much its worth for price .,5
10211,Terrific,Nice product 🙂,5
10212,Super!,Worthable product,5
10214,Terrific purchase,Good product best value light weight avsome,5
10215,Utterly Disappointed,Quality s not good,1
10217,Brilliant,Happy,5
